484.	Keon Ellis	$683,430	$703,737
485.	RJ Hampton	$680,032	$700,238
486.	TJ Warren	$649,659	$668,962
487.	Darius Bazley	$624,425	$642,978
488.	Juwan Morgan	$576,230	$593,352
489.	Micah Potter	$559,782	$576,415
489.	Johnny Juzang	$559,782	$576,415
489.	Markquis Nowell	$559,782	$576,415
489.	Filip Petrusev	$559,782	$576,415
489.	Jordan Ford	$559,782	$576,415
489.	Jalen Slawson	$559,782	$576,415
489.	Justin Minaya	$559,782	$576,415
489.	Theo Maledon	$559,782	$576,415
489.	Udoka Azubuike	$559,782	$576,415
489.	Saben Lee	$559,782	$576,415
489.	Terquavion Smith	$559,782	$576,415
489.	Admiral Schofield	$559,782	$576,415
489.	Trevelin Queen	$559,782	$576,415
489.	Kevon Harris	$559,782	$576,415
489.	Olivier Sarr	$559,782	$576,415
489.	Keyontae Johnson	$559,782	$576,415
489.	Charlie Brown	$559,782	$576,415
489.	Dereon Seabron	$559,782	$576,415
489.	Daishen Nix	$559,782	$576,415
489.	Jaylen Clark	$559,782	$576,415
489.	Jamal Cain	$559,782	$576,415
489.	Cole Swider	$559,782	$576,415
489.	Colin Castleton	$559,782	$576,415
489.	Jordan Miller	$559,782	$576,415
489.	Moussa Diabate	$559,782	$576,415
489.	Oscar Tshiebwe	$559,782	$576,415
489.	Isaiah Wong	$559,782	$576,415
489.	Nate Williams	$559,782	$576,415
489.	Nate Hinton	$559,782	$576,415
489.	Jermaine Samuels	$559,782	$576,415
489.	Jerome Robinson	$559,782	$576,415
489.	Malcolm Cazalon	$559,782	$576,415
489.	Jared Rhoden	$559,782	$576,415
489.	Jay Huff	$559,782	$576,415
489.	Braxton Key	$559,782	$576,415
489.	Collin Gillespie	$559,782	$576,415
489.	Greg Brown	$559,782	$576,415
489.	Emoni Bates	$559,782	$576,415
489.	Isaiah Mobley	$559,782	$576,415
489.	Adama Sanogo	$559,782	$576,415
489.	Leaky Black	$559,782	$576,415
489.	Amari Bailey	$559,782	$576,415
489.	JD Davison	$559,782	$576,415
489.	Seth Lundy	$559,782	$576,415
533.	Malik Fitts	$555,217	$571,714
534.	Marques Bolden	$502,131	$517,051
535.	Onuralp Bitim	$500,000	$514,856
536.	Xavier Moon	$489,005	$503,535
537.	Isaiah Thomas	$477,630	$491,822
538.	Ibou Badji	$466,485	$480,346
539.	Juan Toscano-Anderson	$447,931	$461,240
540.	Duane Washington Jr	$443,965	$457,156
541.	Jules Bernard	$415,011	$427,342
542.	Jontay Porter	$411,794	$424,030
543.	Jaylen Nowell	$398,160	$409,990
544.	David Duke	$395,708	$407,466
544.	Nathan Mensah	$395,708	$407,466
544.	Drew Peterson	$395,708	$407,466
547.	Henri Drell	$389,274	$400,840
548.	Alex Fudge	$376,405	$387,588
549.	Vit Krejci	$369,971	$380,964
550.	Brandon Williams	$350,668	$361,087
551.	Trey Jemison	$341,017	$351,149
552.	Jason Preston	$315,280	$324,648
553.	Nerlens Noel	$300,000	$308,914
554.	Tosan Evbuomwan	$295,977	$304,770
555.	Scottie Pippen Jr	$289,542	$298,145
556.	Malcolm Hill	$286,583	$295,098
557.	Ashton Hagans	$270,841	$278,888
558.	Jeff Dowtin	$269,237	$277,237
